<details> <summary> <b>luci-theme-argon new commit log :new: </b>  </summary>

SHA|Author|Date|Message
1928af6|xiaozhuai, Weihang Ding|Mon May 16 15:16:52 2022 +0800|Fix cbi-value-field
45336e3|xiaozhuai, Weihang Ding|Mon May 16 13:44:12 2022 +0800|Fix control-group and cbi-value-field css
a22ce49|老竭力|Wed May 11 09:35:17 2022 +0800|Merge pull request #325 from McGiverGim/ifacebadge_ellipsis
d4fe7fa|Miguel Angel Mulero Martinez|Tue May 10 13:54:03 2022 +0200|Overflow ellipsis in text on ifacebadge
60df276|老竭力|Fri May 6 18:43:32 2022 +0800|Merge pull request #323 from McGiverGim/break_line_menu
2c7d1c1|老竭力|Fri May 6 18:43:25 2022 +0800|Merge branch 'master' into break_line_menu
91d5e40|老竭力|Fri May 6 18:42:19 2022 +0800|Merge pull request #322 from McGiverGim/adjust_text_progressbar
71a80eb|老竭力|Fri May 6 18:42:12 2022 +0800|Merge branch 'master' into adjust_text_progressbar
f57014d|老竭力|Fri May 6 18:40:43 2022 +0800|Merge pull request #321 from McGiverGim/make_controlgroup_flex
bdf52b9|老竭力|Fri May 6 18:40:35 2022 +0800|Merge branch 'master' into make_controlgroup_flex
36ba587|老竭力|Fri May 6 18:14:00 2022 +0800|Merge pull request #324 from McGiverGim/ifacebadge_gap
98756c2|Miguel Angel Mulero Martinez|Fri May 6 08:57:16 2022 +0200|Add gap to ifacebadge and ifacebox
1d04cfa|Miguel Angel Mulero Martinez|Thu May 5 20:06:02 2022 +0200|Make the menu break line if needed
eae26c6|Miguel Angel Mulero Martinez|Thu May 5 19:54:15 2022 +0200|Adjust text inside progressbar in small screens
967a2ee|Miguel Angel Mulero Martinez|Thu May 5 09:44:10 2022 +0200|Make control-group flex
e372243|老竭力|Wed May 4 21:45:28 2022 +0800|Merge pull request #320 from McGiverGim/fix_pollstatus_color
016d31c|老竭力|Wed May 4 21:44:56 2022 +0800|Merge pull request #319 from jjm2473/bg-ignore-case
d5bd093|老竭力|Wed May 4 21:44:37 2022 +0800|Merge pull request #318 from jjm2473/fix-bing-first
6417d82|Miguel Angel Mulero Martinez|Wed May 4 12:41:49 2022 +0200|Make poll-status visible
5a5e683|jjm2473|Wed May 4 17:52:00 2022 +0800|background ext ignore case
bb1ae94|jjm2473|Wed May 4 17:35:33 2022 +0800|make bing_background works
f6a8e41|老竭力|Mon Apr 25 21:57:24 2022 +0800|Merge pull request #314 from Beginner-Go/tidy
b1144bf|Beginner-Go|Mon Apr 25 10:38:49 2022 +0000|code alignment
385cd0e|老竭力|Sun Apr 24 18:02:50 2022 +0800|Merge pull request #310 from jjm2473/luci-21
54a244a|老竭力|Sun Apr 24 00:23:58 2022 +0800|Update script.js
ee851ce|老竭力|Sat Apr 23 19:01:16 2022 +0800|Update header.htm
7dacb6e|老竭力|Fri Apr 22 18:46:31 2022 +0800|Update README.md
0b05c6f|老竭力|Thu Apr 21 18:03:42 2022 +0800|Update README_ZH.md
5352e98|老竭力|Thu Apr 21 18:03:16 2022 +0800|Update README.md
d6715cd|老竭力|Thu Apr 21 18:01:36 2022 +0800|Update header.htm
ed74e9c|jjm2473|Thu Apr 21 15:46:38 2022 +0800|remove invalid code from login page
057eeaa|老竭力|Thu Apr 21 13:08:58 2022 +0800|bump to  1.7.3
2d0c821|老竭力|Thu Apr 21 13:07:50 2022 +0800|bump to 1.7.3
c429ae5|老竭力|Thu Apr 21 13:05:17 2022 +0800|Update Makefile
57b673a|老竭力|Thu Apr 21 13:04:21 2022 +0800|Update sysauth.htm
ac8acb9|jjm2473|Thu Apr 14 11:50:25 2022 +0800|bing wallpaper update with lock
ae014f0|jjm2473|Tue Apr 12 14:51:20 2022 +0800|update bing wallpaper update logic
3aec446|jjm2473|Tue Apr 12 12:08:30 2022 +0800|fix version
530761f|jjm2473|Mon Apr 11 23:14:01 2022 +0800|use curl for timeout handle
d665ab8|练亮斌|Sat Apr 2 15:53:39 2022 +0800|update version
18d2c87|jjm2473|Mon Mar 28 18:29:14 2022 +0800|fix resources version
f6a373f|jjm2473|Sat Mar 26 15:56:03 2022 +0800|support collapse menu
c209f9e|jjm2473|Sat Mar 26 15:19:06 2022 +0800|login page support webm background
200bec7|jjm2473|Sat Mar 26 15:18:01 2022 +0800|fix table in luci 21
46906ac|老竭力|Sat Jan 8 14:20:08 2022 +0800|Update footer_login.htm
57fd232|老竭力|Sat Jan 8 09:56:17 2022 +0800|Merge pull request #278 from izstas/bugfix/footer-mobile-hide
81376e7|Stanislav Izmalkov|Fri Jan 7 18:19:36 2022 +0300|Fix login page footer not being hidden on mobile devices
011de48|老竭力|Wed Oct 27 16:57:53 2021 +0800|🐞 fix: 修正列表显示
8827812|老竭力|Sat Oct 16 20:01:12 2021 +0800|Update menu-argon.js
65c4e55|老竭力|Sat Oct 16 19:51:22 2021 +0800|fix display error
a6908b4|老竭力|Sat Oct 16 19:12:22 2021 +0800|Merge branch 'master' of https://github.com/jerrykuku/luci-theme-argon
ce157fe|老竭力|Sat Oct 16 19:12:19 2021 +0800|Add a sliding effect to the navigation menu
c84a415|老竭力|Sat Oct 16 17:52:44 2021 +0800|Update README_ZH.md
1643f6e|老竭力|Sat Oct 16 17:52:26 2021 +0800|Update README.md
7d32c47|老竭力|Sat Oct 16 16:59:58 2021 +0800|Merge branch 'master' of https://github.com/jerrykuku/luci-theme-argon
07d170c|老竭力|Sat Oct 16 16:59:45 2021 +0800|Update README.md
0fdf39d|老竭力|Sat Oct 16 16:58:44 2021 +0800|Create LICENSE
14d83b1|老竭力|Sat Oct 16 16:57:49 2021 +0800|Bump to v2.2.9
d9ba4c3|老竭力|Mon Oct 11 22:48:35 2021 +0800|bump to v2.2.8
3b15d06|老竭力|Fri Oct 8 15:23:13 2021 +0800|Create LICENSE
f88b859|老竭力|Fri Oct 8 13:04:38 2021 +0800|Update README.md
0329985|老竭力|Fri Oct 8 13:02:30 2021 +0800|Update README.md
edec738|老竭力|Fri Oct 8 12:58:30 2021 +0800|Update README.md
8fda1c2|老竭力|Sun Jul 4 16:42:12 2021 +0800|Merge pull request #237 from mochaaP/patch-1
af0291a|mochaaP|Sun Jul 4 14:07:43 2021 +0800|fix: background for `.alert-message` (#222)
f342530|老竭力|Tue Jun 22 08:56:24 2021 +0800|Merge pull request #225 from msylgj/patch-1
016464e|msylgj|Fri Jun 18 02:44:53 2021 +0800|Update dark.css
e59c184|老竭力|Mon Jun 14 13:47:16 2021 +0800|Merge pull request #218 from hue715/patch1
1cd8acb|hue715|Mon Jun 14 13:32:28 2021 +0800|luci-theme-argon: Remove renderModeMenu function
6f5ac34|hue715|Mon Jun 14 12:48:55 2021 +0800|luci-theme-argon: Fix bug that active menu style does not change
0d9b012|hue715|Sun Jun 13 20:22:08 2021 +0800|Fix no sidebar error in mobile page mode
3773750|老竭力|Thu May 27 21:01:05 2021 +0800|Merge pull request #216 from uamrws/master
1adbe73|uamrws|Thu May 27 18:06:28 2021 +0800|增加 crossorigin="use-credentials"参数
7537b50|uamrws|Thu May 27 18:05:14 2021 +0800|增加 crossorigin="use-credentials"参数
db44416|uamrws|Thu May 27 14:09:45 2021 +0800|Update arrow.svg
d1874bc|老竭力|Wed Apr 21 16:01:55 2021 +0800|Merge pull request #208 from JSZMonkey/patch-2
b156605|JSZMonkey|Mon Apr 19 17:29:21 2021 +0800|Update cascade.css
708f29f|老竭力|Mon Apr 19 17:02:17 2021 +0800|Merge pull request #207 from JSZMonkey/patch-1
aed2792|JSZMonkey|Mon Apr 19 17:00:53 2021 +0800|解决插件 两边信息不对齐，input checkbox 不对齐的问题
a3bdbbf|老竭力|Thu Mar 25 13:43:46 2021 +0800|Update issue templates
d610788|老竭力|Fri Mar 19 10:09:05 2021 +0800|Merge pull request #198 from liudonghua/master
b6cd7f9|liudonghua|Fri Mar 19 09:21:30 2021 +0800|modify cascade.less
d0a4c41|老竭力|Thu Mar 18 17:38:27 2021 +0800|Merge pull request #197 from liudonghua/trunk
a3fc3f0|liudonghua|Thu Mar 18 17:28:39 2021 +0800|fix expend menu error
fe21ea7|liudonghua|Thu Mar 18 16:23:38 2021 +0800|adapter for LUCI js api in trunk version
cb52e4d|jerrykuku|Mon Mar 15 19:26:41 2021 +0800|Update sysauth.htm
41a458f|jerrykuku|Wed Mar 10 00:01:32 2021 +0800|Update sysauth.htm
0c7260d|jerrykuku|Tue Mar 9 22:58:00 2021 +0800|Update sysauth.htm
6e50192|jerrykuku|Tue Mar 9 14:34:46 2021 +0800|fix readme text
eafb62d|jerrykuku|Tue Mar 9 14:22:06 2021 +0800|Bug修复
e8c3cb7|老竭力|Fri Feb 19 01:00:44 2021 +0800|Update README.md
2e52859|jerrykuku|Mon Feb 15 23:38:03 2021 +0800|fix some error
0116b6e|jerrykuku|Mon Feb 15 22:51:42 2021 +0800|fix wrong date
85bacae|jerrykuku|Mon Feb 15 22:45:28 2021 +0800|update 1.7.1
701b879|老竭力|Fri Feb 5 16:11:22 2021 +0800|Update README.md
c61385a|老竭力|Thu Jan 21 21:17:31 2021 +0800|Merge pull request #167 from cartender/pr/brand_name_var
dcc62fa|老竭力|Thu Jan 21 21:14:38 2021 +0800|Merge pull request #166 from cartender/pr/whitespace_cleanup
a9664a6|Giovanni Giacobbi|Thu Jan 21 11:47:33 2021 +0100|Introduce variable 'brand_name' to avoid code repeatition
e375233|Giovanni Giacobbi|Thu Jan 21 13:39:56 2021 +0100|Make files headers, indentation and conding style consistent
9fdcfc8|Giovanni Giacobbi|Thu Jan 21 13:34:34 2021 +0100|Clean up trailing whitespace and ensure newline at end of file
c0f98ac|老竭力|Thu Jan 21 18:38:53 2021 +0800|Merge pull request #165 from cartender/pr/remove_tm
40954b5|Giovanni Giacobbi|Thu Jan 21 11:35:51 2021 +0100|Removed bogus "TM" from the header logo in mobile version
e99f9a1|老竭力|Thu Jan 21 18:17:33 2021 +0800|Merge pull request #164 from cartender/pr/remove_header_hacks
d382835|老竭力|Thu Jan 21 18:13:55 2021 +0800|Merge pull request #163 from cartender/pr/fix_data_indicator
147b362|Giovanni Giacobbi|Thu Jan 21 09:10:49 2021 +0100|Removed install scripts hacks as they are no longer needed
53c89d8|Giovanni Giacobbi|Thu Jan 21 11:06:20 2021 +0100|Fix data indicator formatting to cover also "unsaved changes" indicator
8d0bd0b|jerrykuku|Wed Jan 20 09:46:59 2021 +0800|update
a11c0ad|老竭力|Tue Dec 8 15:20:03 2020 +0800|Update README.md
df90457|老竭力|Sun Dec 6 15:11:48 2020 +0800|Update README.md
a804c98|老竭力|Sat Sep 19 12:37:03 2020 +0800|Merge pull request #140 from nuintun/patch-1
e52be76|nuintun|Sat Sep 19 12:34:59 2020 +0800|修复错误的引号
d71e027|jerrykuku|Mon Sep 14 23:36:39 2020 +0800|fix menu font size
2b5079c|jerrykuku|Mon Sep 14 11:48:47 2020 +0800|fix bug
f65f9e3|jerrykuku|Sun Sep 13 22:08:31 2020 +0800|v2.2.5
6ddbb18|jerrykuku|Wed Sep 9 22:00:28 2020 +0800|fix theme does not follow system color
9556ddc|jerrykuku|Wed Sep 9 09:21:54 2020 +0800|fix mobile title bar color
f192810|jerrykuku|Tue Sep 8 22:20:39 2020 +0800|Update README.md
a887ac1|jerrykuku|Tue Sep 8 22:04:02 2020 +0800|Update README_ZH.md
dd7a4af|jerrykuku|Tue Sep 8 21:07:31 2020 +0800|v1.7.0
3d1e694|老竭力|Mon Sep 7 22:26:23 2020 +0800|Merge pull request #127 from jerrykuku/revert-124-master
6f9bbce|老竭力|Mon Sep 7 22:26:04 2020 +0800|Merge pull request #126 from jerrykuku/revert-123-18.06
ced6223|老竭力|Mon Sep 7 22:18:57 2020 +0800|Revert "Set the theme as the default theme(branch: master)"
afad077|老竭力|Mon Sep 7 22:18:15 2020 +0800|Revert "Set the theme as the default theme(branch: 18.06)"
7ba2006|老竭力|Mon Sep 7 18:16:44 2020 +0800|Merge pull request #124 from R3pl4c3r/master
26ea9a9|老竭力|Mon Sep 7 18:16:32 2020 +0800|Merge pull request #123 from R3pl4c3r/18.06
32d3b3e|R3pl4c3r|Mon Sep 7 00:54:35 2020 -0700|Set the theme as the default theme
ceebcad|R3pl4c3r|Mon Sep 7 00:52:33 2020 -0700|Set the theme as the default theme
893063b|jerrykuku|Fri Aug 21 18:58:23 2020 +0800|Update Makefile
afbebe8|jerrykuku|Fri Aug 21 13:15:49 2020 +0800|readme
a2aa2e0|jerrykuku|Fri Aug 21 13:15:16 2020 +0800|v2.2.4
4d11fa4|jerrykuku|Fri Aug 21 12:51:51 2020 +0800|v1.6.9
8f274b2|jerrykuku|Thu Aug 20 17:16:44 2020 +0800|update screenshots
0b2767d|jerrykuku|Thu Aug 20 17:14:09 2020 +0800|Merge branch 'master' of https://github.com/jerrykuku/luci-theme-argon
45f6c2c|jerrykuku|Thu Aug 20 17:13:09 2020 +0800|update readme
5b9aa1f|老竭力|Thu Aug 20 17:11:48 2020 +0800|Delete scree
f3fee72|老竭力|Thu Aug 20 17:11:27 2020 +0800|Add files via upload
7bf753b|老竭力|Thu Aug 20 17:11:07 2020 +0800|Create scree
0dc9c62|jerrykuku|Thu Aug 20 17:09:46 2020 +0800|replace screenshots
f52d48b|jerrykuku|Thu Aug 20 13:46:57 2020 +0800|readme
b8fd051|jerrykuku|Thu Aug 20 13:24:20 2020 +0800|v1.6.8
c069263|jerrykuku|Thu Aug 20 13:07:10 2020 +0800|update readme
504b43e|jerrykuku|Thu Aug 20 13:04:20 2020 +0800|v2.2.3
47cf401|jerrykuku|Tue Aug 18 18:03:19 2020 +0800|fix select backgorund color of dark mode
77c9ae4|jerrykuku|Tue Aug 18 18:01:59 2020 +0800|fix dark select background color
808157a|jerrykuku|Tue Aug 18 00:22:46 2020 +0800|fix some error
0769b35|jerrykuku|Tue Aug 18 00:21:32 2020 +0800|Update sysauth.htm
f40309d|jerrykuku|Sun Aug 16 20:32:24 2020 +0800|Update README_ZH.md
6854460|jerrykuku|Sun Aug 16 20:30:32 2020 +0800|readme
6105120|jerrykuku|Sun Aug 16 20:12:41 2020 +0800|update to v2.2.2
ee716e7|jerrykuku|Sun Aug 16 11:31:58 2020 +0800|Update sysauth.htm
b98076a|jerrykuku|Sun Aug 16 11:02:17 2020 +0800|change css
9033781|jerrykuku|Sun Aug 16 10:51:14 2020 +0800|change menubar expand speed
a40fb09|jerrykuku|Sun Aug 16 01:36:54 2020 +0800|fix bing api
2b4f605|jerrykuku|Sat Aug 15 23:12:57 2020 +0800|add video sound
1d0c40c|jerrykuku|Fri Jul 31 14:00:39 2020 +0800|fix footer error
de2a817|jerrykuku|Mon Jul 27 22:53:53 2020 +0800|Update footer.htm
5632533|jerrykuku|Mon Jul 27 21:44:54 2020 +0800|Add new features
90062c3|jerrykuku|Sun Jul 26 17:51:18 2020 +0800|Update footer.htm
0282293|jerrykuku|Sat Jul 25 23:44:35 2020 +0800|v2.2.1
0b0f3a3|jerrykuku|Sat Jul 25 23:34:28 2020 +0800|Update Makefile
bd947db|jerrykuku|Sat Jul 25 23:32:02 2020 +0800|v1.6.3
d577f2b|jerrykuku|Sat Jul 25 15:58:59 2020 +0800|fix
2929078|jerrykuku|Sat Jul 25 15:57:06 2020 +0800|fix
124b8bf|jerrykuku|Sat Jul 25 15:21:33 2020 +0800|bump version to v2.2
ace6365|jerrykuku|Sat Jul 25 15:05:43 2020 +0800|bump version to 1.6.2
a24dac7|老竭力|Fri Jul 24 15:23:36 2020 +0800|Update README_ZH.md
0458f33|老竭力|Fri Jul 24 15:22:56 2020 +0800|Update README.md
7943758|老竭力|Fri Jul 24 15:06:31 2020 +0800|Update README_ZH.md
a244fc6|老竭力|Fri Jul 24 15:06:14 2020 +0800|Update README.md
073e5a7|jerrykuku|Fri Jul 24 15:03:29 2020 +0800|screenshots
27297ff|jerrykuku|Fri Jul 24 14:42:06 2020 +0800|fix bing image api
2b420a0|jerrykuku|Fri Jul 24 14:21:18 2020 +0800|login input border-radius
f18ff91|jerrykuku|Fri Jul 24 14:14:35 2020 +0800|fix header background-color of  dark theme
aabe14e|jerrykuku|Fri Jul 24 13:45:14 2020 +0800|bump to 1.6.1
b77f7f5|jerrykuku|Fri Jul 17 19:04:52 2020 +0800|Create .gitignore
47ee463|jerrykuku|Fri Jul 17 18:54:44 2020 +0800|resize icon
98c1941|jerrykuku|Fri Jul 17 18:51:35 2020 +0800|update icon fonts
3a9d358|jerrykuku|Fri Jul 17 18:42:35 2020 +0800|version bump to 1.5.4
fd0bc4f|jerrykuku|Fri Jul 17 18:40:54 2020 +0800|Add a Control icon
487e34a|jerrykuku|Sun Jul 12 11:14:26 2020 +0800|add docker menu icon
d572bb9|老竭力|Sun Jul 5 11:28:34 2020 +0800|Merge pull request #83 from kongfl888/abbr
b370f35|kongfl888|Sat Jul 4 21:17:37 2020 +0800|Special style for map-descr abbr
d4b2541|jerrykuku|Fri Jul 3 19:16:28 2020 +0800|Update style.css
404fa1d|老竭力|Fri Jul 3 17:44:19 2020 +0800|Merge pull request #82 from kongfl888/abbr
0dc6902|kongfl888|Fri Jul 3 17:17:17 2020 +0800|fix abbr text invisible
4969869|老竭力|Fri Jul 3 16:39:35 2020 +0800|Update README_ZH.md
3260366|老竭力|Fri Jul 3 16:38:59 2020 +0800|Update README.md
b9a2dde|jerrykuku|Fri Jul 3 16:19:13 2020 +0800|update readme
86f9b0a|jerrykuku|Fri Jul 3 16:12:34 2020 +0800|fix display bugs
a603fac|老竭力|Wed Jun 17 09:23:03 2020 +0800|Update README.md
40cac6e|老竭力|Sat Jun 13 21:37:15 2020 +0800|Update README.md
0373a69|老竭力|Wed Jun 3 12:05:10 2020 +0800|Merge pull request #73 from QiuSimons/master
fb61172|QiuSimons|Wed Jun 3 11:53:58 2020 +0800|Add missing icon
6bab4a8|jerrykuku|Mon May 4 14:51:58 2020 +0800|fix some display error
358e293|老竭力|Sun May 3 12:16:04 2020 +0800|Merge pull request #65 from R3pl4c3r/patch-2
b3847e9|老竭力|Sun May 3 12:15:55 2020 +0800|Merge pull request #66 from R3pl4c3r/patch-1
621d5cf|R3pl4c3r|Sat May 2 19:19:18 2020 +0800|favicon: replaced by icon.png
263d468|R3pl4c3r|Sat May 2 19:13:21 2020 +0800|favicon: replaced by icon.png
5f9192a|老竭力|Tue Apr 28 20:10:49 2020 +0800|Merge pull request #58 from doushang/master
a052562|doushang|Tue Apr 28 18:39:29 2020 +0800|Restore previous files
b19d1a5|doushang|Tue Apr 28 12:49:19 2020 +0800|fix error
d3e563d|sudodou|Mon Apr 27 11:46:52 2020 +0800|Merge pull request #1 from jerrykuku/master
3e41f5b|jerrykuku|Wed Apr 1 09:51:59 2020 +0800|fix display error
e260b44|老竭力|Wed Apr 1 00:22:49 2020 +0800|Update README_ZH.md
ecd9b59|老竭力|Wed Apr 1 00:22:31 2020 +0800|Update README.md
c37f44b|jerrykuku|Wed Apr 1 00:20:29 2020 +0800|Update README_ZH.md
f4f88cb|jerrykuku|Tue Mar 31 23:54:33 2020 +0800|fix side scroll bar color
ea29300|jerrykuku|Tue Mar 31 23:43:17 2020 +0800|Add dark mode
03697cf|jerrykuku|Sat Mar 21 19:42:07 2020 +0800|bump to 1.5
6eb9ff1|jerrykuku|Sat Mar 21 19:41:19 2020 +0800|rebuild fonts and fix margin  padding
cab3f88|老竭力|Thu Mar 12 22:29:59 2020 +0800|Merge pull request #36 from doushang/work18.06
418f33b|老竭力|Thu Mar 12 22:29:47 2020 +0800|Merge pull request #37 from doushang/work
f478383|doushang|Wed Mar 11 16:28:13 2020 +0000|fix error of docker's icon
1e7da35|doushang|Wed Mar 11 16:06:01 2020 +0000|fix case errors of docker
afb6e20|老竭力|Wed Mar 11 21:27:21 2020 +0800|Merge pull request #35 from doushang/work
d915463|doushang|Wed Mar 11 13:21:08 2020 +0000|update the css.map file
f82f19f|老竭力|Tue Mar 10 22:38:09 2020 +0800|Merge pull request #34 from doushang/work18.06
7f62080|doushang|Tue Mar 10 14:22:12 2020 +0000|add the new icon of docker
dc9cb50|老竭力|Mon Mar 9 23:41:21 2020 +0800|Merge pull request #32 from doushang/work
7ca7774|doushang|Mon Mar 9 12:50:48 2020 +0000|enable the new icon of docker
6fd701e|doushang|Mon Mar 9 12:28:52 2020 +0000|add new icon
826dd75|老竭力|Wed Feb 26 12:29:38 2020 +0800|Update README_ZH.md
1824640|老竭力|Wed Feb 26 12:29:02 2020 +0800|Update README.md
cc76c0a|老竭力|Wed Feb 26 12:28:29 2020 +0800|Update README.md
03dc444|老竭力|Sun Feb 9 22:36:38 2020 +0800|Merge pull request #24 from QiuSimons/master
9e4a1ca|QiuSimons|Sun Feb 9 22:32:31 2020 +0800|Update header.htm
554dbaa|QiuSimons|Sun Feb 9 22:31:55 2020 +0800|Update footer.htm
84636ae|老竭力|Sun Feb 9 22:19:59 2020 +0800|Update README_ZH.md
9638d28|老竭力|Sun Feb 9 22:19:40 2020 +0800|Update README.md
9e066d5|老竭力|Thu Feb 6 17:51:35 2020 +0800|Update README_ZH.md
26452cc|老竭力|Thu Feb 6 17:51:02 2020 +0800|Update README.md
70e1444|jerryk|Thu Feb 6 17:39:08 2020 +0800|Update README_ZH.md
93d3e3c|jerryk|Thu Feb 6 17:37:37 2020 +0800|Update README.md
36d4362|jerryk|Thu Feb 6 17:17:16 2020 +0800|Update README.md
b6e040d|jerryk|Thu Feb 6 17:16:49 2020 +0800|Update README_ZH.md
4fee4d8|jerryk|Thu Feb 6 17:10:33 2020 +0800|Update README.md
c4b73bd|jerryk|Thu Feb 6 17:10:01 2020 +0800|Update README.md
d7cdcb2|jerrykuku|Thu Feb 6 16:54:52 2020 +0800|Adapt to official  mainline  snapshot
854e429|jerrykuku|Thu Feb 6 16:34:42 2020 +0800|fix nopassord warning display
3fa9162|jerrykuku|Mon Feb 3 17:59:04 2020 +0800|添加中文说明
e84298a|jerryk|Mon Feb 3 17:47:39 2020 +0800|Update README.md
d4c3751|jerrykuku|Mon Feb 3 11:52:51 2020 +0800|fix bug
12bae1d|jerrykuku|Fri Jan 31 20:47:54 2020 +0800|Bump version to 2.0
523f886|jerrykuku|Fri Jan 31 20:45:58 2020 +0800|New Code For OpenWRT 19.07 for test.
</details>
